case:concept:name,concept:name,repeat_count
declaration 115993,Declaration SUBMITTED by EMPLOYEE,2
declaration 116020,Declaration SUBMITTED by EMPLOYEE,2
declaration 116028,Declaration SUBMITTED by EMPLOYEE,2
declaration 116293,Declaration SUBMITTED by EMPLOYEE,2
declaration 116307,Declaration APPROVED by ADMINISTRATION,2
declaration 116307,Declaration SUBMITTED by EMPLOYEE,2
declaration 116326,Declaration SUBMITTED by EMPLOYEE,2
declaration 116391,Declaration SUBMITTED by EMPLOYEE,2
declaration 116518,Declaration SUBMITTED by EMPLOYEE,2
declaration 116580,Declaration SUBMITTED by EMPLOYEE,2
declaration 116588,Declaration SUBMITTED by EMPLOYEE,2
declaration 116604,Declaration SUBMITTED by EMPLOYEE,2
declaration 116613,Declaration SUBMITTED by EMPLOYEE,2
declaration 116636,Declaration APPROVED by ADMINISTRATION,2
declaration 116636,Declaration SUBMITTED by EMPLOYEE,2
declaration 116699,Declaration SUBMITTED by EMPLOYEE,2
declaration 116708,Declaration REJECTED by ADMINISTRATION,2
declaration 116708,Declaration REJECTED by EMPLOYEE,2
declaration 116724,Declaration REJECTED by ADMINISTRATION,2
declaration 116724,Declaration REJECTED by EMPLOYEE,2
declaration 116751,Declaration SUBMITTED by EMPLOYEE,2
declaration 116770,Declaration APPROVED by ADMINISTRATION,2
declaration 116770,Declaration SUBMITTED by EMPLOYEE,2
declaration 116820,Declaration SUBMITTED by EMPLOYEE,2
declaration 116864,Declaration SUBMITTED by EMPLOYEE,2
declaration 116959,Declaration SUBMITTED by EMPLOYEE,2
declaration 116993,Declaration SUBMITTED by EMPLOYEE,2
declaration 117013,Declaration SUBMITTED by EMPLOYEE,2
declaration 117136,Declaration SUBMITTED by EMPLOYEE,2
declaration 117161,Declaration SUBMITTED by EMPLOYEE,2
declaration 117189,Declaration SUBMITTED by EMPLOYEE,2
declaration 117278,Declaration APPROVED by ADMINISTRATION,2
declaration 117278,Declaration SUBMITTED by EMPLOYEE,2
declaration 117441,Declaration SUBMITTED by EMPLOYEE,2
declaration 117455,Declaration SUBMITTED by EMPLOYEE,2
declaration 117467,Declaration SUBMITTED by EMPLOYEE,2
declaration 117543,Declaration REJECTED by ADMINISTRATION,2
declaration 117543,Declaration REJECTED by EMPLOYEE,2
declaration 117543,Declaration SUBMITTED by EMPLOYEE,2
declaration 117560,Declaration SUBMITTED by EMPLOYEE,2
declaration 117588,Declaration SUBMITTED by EMPLOYEE,2
declaration 117633,Declaration SUBMITTED by EMPLOYEE,2
declaration 117663,Declaration SUBMITTED by EMPLOYEE,2
declaration 117704,Declaration SUBMITTED by EMPLOYEE,2
declaration 117712,Declaration SUBMITTED by EMPLOYEE,2
declaration 117721,Declaration SUBMITTED by EMPLOYEE,2
declaration 117740,Declaration SUBMITTED by EMPLOYEE,2
declaration 117749,Declaration SUBMITTED by EMPLOYEE,2
declaration 117779,Declaration APPROVED by ADMINISTRATION,2
declaration 117779,Declaration SUBMITTED by EMPLOYEE,2
declaration 117811,Declaration APPROVED by ADMINISTRATION,2
declaration 117811,Declaration REJECTED by ADMINISTRATION,2
declaration 117832,Declaration SUBMITTED by EMPLOYEE,2
declaration 117846,Declaration SUBMITTED by EMPLOYEE,2
declaration 117871,Declaration SUBMITTED by EMPLOYEE,2
declaration 117927,Declaration SUBMITTED by EMPLOYEE,2
declaration 117935,Declaration SUBMITTED by EMPLOYEE,2
declaration 117958,Declaration REJECTED by ADMINISTRATION,2
declaration 117958,Declaration REJECTED by EMPLOYEE,2
declaration 117974,Declaration SUBMITTED by EMPLOYEE,2
declaration 118047,Declaration APPROVED by ADMINISTRATION,2
declaration 118047,Declaration SUBMITTED by EMPLOYEE,2
declaration 118071,Declaration SUBMITTED by EMPLOYEE,2
declaration 118128,Declaration SUBMITTED by EMPLOYEE,2
declaration 118157,Declaration SUBMITTED by EMPLOYEE,2
declaration 118182,Declaration APPROVED by ADMINISTRATION,2
declaration 118182,Declaration SUBMITTED by EMPLOYEE,2
declaration 118286,Declaration SUBMITTED by EMPLOYEE,2
declaration 118338,Declaration REJECTED by ADMINISTRATION,2
declaration 118338,Declaration REJECTED by EMPLOYEE,2
declaration 118338,Declaration SUBMITTED by EMPLOYEE,2
declaration 118380,Declaration APPROVED by ADMINISTRATION,2
declaration 118380,Declaration SUBMITTED by EMPLOYEE,2
declaration 118431,Declaration SUBMITTED by EMPLOYEE,2
declaration 118449,Declaration REJECTED by ADMINISTRATION,2
declaration 118449,Declaration REJECTED by EMPLOYEE,2
declaration 118524,Declaration SUBMITTED by EMPLOYEE,2
declaration 118593,Declaration SUBMITTED by EMPLOYEE,2
declaration 118703,Declaration SUBMITTED by EMPLOYEE,2
declaration 118723,Declaration SUBMITTED by EMPLOYEE,2
declaration 118737,Declaration SUBMITTED by EMPLOYEE,2
declaration 118745,Declaration SUBMITTED by EMPLOYEE,2
declaration 118753,Declaration SUBMITTED by EMPLOYEE,2
declaration 118761,Declaration SUBMITTED by EMPLOYEE,2
declaration 118769,Declaration SUBMITTED by EMPLOYEE,2
declaration 118777,Declaration SUBMITTED by EMPLOYEE,2
declaration 118785,Declaration SUBMITTED by EMPLOYEE,2
declaration 118875,Declaration SUBMITTED by EMPLOYEE,2
declaration 118893,Declaration SUBMITTED by EMPLOYEE,2
declaration 118916,Declaration SUBMITTED by EMPLOYEE,2
declaration 118924,Declaration SUBMITTED by EMPLOYEE,2
declaration 118932,Declaration SUBMITTED by EMPLOYEE,2
declaration 118940,Declaration SUBMITTED by EMPLOYEE,2
declaration 118948,Declaration SUBMITTED by EMPLOYEE,2
declaration 118962,Declaration REJECTED by ADMINISTRATION,2
declaration 118962,Declaration REJECTED by EMPLOYEE,2
declaration 119001,Declaration APPROVED by ADMINISTRATION,2
declaration 119001,Declaration SUBMITTED by EMPLOYEE,2
declaration 119015,Declaration SUBMITTED by EMPLOYEE,2
declaration 119023,Declaration REJECTED by ADMINISTRATION,2
declaration 119023,Declaration REJECTED by EMPLOYEE,2
declaration 119042,Declaration APPROVED by ADMINISTRATION,2
declaration 119042,Declaration SUBMITTED by EMPLOYEE,2
declaration 119093,Declaration SUBMITTED by EMPLOYEE,2
declaration 119122,Declaration SUBMITTED by EMPLOYEE,2
declaration 119147,Declaration APPROVED by ADMINISTRATION,2
declaration 119147,Declaration SUBMITTED by EMPLOYEE,2
declaration 119177,Declaration SUBMITTED by EMPLOYEE,2
declaration 119191,Declaration SUBMITTED by EMPLOYEE,2
declaration 119216,Declaration SUBMITTED by EMPLOYEE,2
declaration 119239,Declaration SUBMITTED by EMPLOYEE,2
declaration 119296,Declaration SUBMITTED by EMPLOYEE,2
declaration 119305,Declaration SUBMITTED by EMPLOYEE,2
declaration 119318,Declaration SUBMITTED by EMPLOYEE,2
declaration 119359,Declaration APPROVED by ADMINISTRATION,2
declaration 119359,Declaration SUBMITTED by EMPLOYEE,2
declaration 119368,Declaration APPROVED by ADMINISTRATION,2
declaration 119368,Declaration SUBMITTED by EMPLOYEE,2
declaration 119402,Declaration REJECTED by ADMINISTRATION,2
declaration 119402,Declaration REJECTED by EMPLOYEE,2
declaration 119410,Declaration SUBMITTED by EMPLOYEE,2
declaration 119418,Declaration REJECTED by ADMINISTRATION,2
declaration 119418,Declaration REJECTED by EMPLOYEE,2
declaration 119445,Declaration APPROVED by ADMINISTRATION,2
declaration 119445,Declaration REJECTED by EMPLOYEE,2
declaration 119467,Declaration SUBMITTED by EMPLOYEE,2
declaration 119490,Declaration SUBMITTED by EMPLOYEE,2
declaration 119545,Declaration SUBMITTED by EMPLOYEE,2
declaration 119559,Declaration SUBMITTED by EMPLOYEE,2
declaration 119572,Declaration SUBMITTED by EMPLOYEE,2
declaration 119590,Declaration SUBMITTED by EMPLOYEE,2
declaration 119598,Declaration SUBMITTED by EMPLOYEE,2
declaration 119611,Declaration SUBMITTED by EMPLOYEE,2
declaration 119745,Declaration APPROVED by BUDGET OWNER,2
declaration 119745,Declaration REJECTED by EMPLOYEE,2
declaration 119824,Declaration SUBMITTED by EMPLOYEE,2
declaration 119833,Declaration SUBMITTED by EMPLOYEE,2
declaration 119920,Declaration APPROVED by ADMINISTRATION,2
declaration 119920,Declaration SUBMITTED by EMPLOYEE,2
declaration 120053,Declaration SUBMITTED by EMPLOYEE,2
declaration 120066,Declaration REJECTED by ADMINISTRATION,2
declaration 120066,Declaration REJECTED by EMPLOYEE,2
declaration 120217,Declaration REJECTED by ADMINISTRATION,2
declaration 120217,Declaration REJECTED by EMPLOYEE,2
declaration 120250,Declaration SUBMITTED by EMPLOYEE,2
declaration 120339,Declaration REJECTED by ADMINISTRATION,2
declaration 120339,Declaration REJECTED by EMPLOYEE,2
declaration 120488,Declaration REJECTED by ADMINISTRATION,2
declaration 120488,Declaration REJECTED by EMPLOYEE,2
declaration 120500,Declaration SUBMITTED by EMPLOYEE,2
declaration 120513,Declaration SUBMITTED by EMPLOYEE,2
declaration 120577,Declaration SUBMITTED by EMPLOYEE,2
declaration 120659,Declaration APPROVED by ADMINISTRATION,2
declaration 120659,Declaration REJECTED by EMPLOYEE,2
declaration 120681,Declaration SUBMITTED by EMPLOYEE,2
declaration 120865,Declaration SUBMITTED by EMPLOYEE,2
declaration 120895,Declaration REJECTED by ADMINISTRATION,2
declaration 120895,Declaration SUBMITTED by EMPLOYEE,2
declaration 120906,Declaration SUBMITTED by EMPLOYEE,2
declaration 120924,Declaration SUBMITTED by EMPLOYEE,2
declaration 121058,Declaration REJECTED by ADMINISTRATION,2
declaration 121058,Declaration REJECTED by EMPLOYEE,2
declaration 121069,Declaration SUBMITTED by EMPLOYEE,2
declaration 121117,Declaration SUBMITTED by EMPLOYEE,2
declaration 121243,Declaration REJECTED by ADMINISTRATION,2
declaration 121243,Declaration REJECTED by EMPLOYEE,2
declaration 121243,Declaration SUBMITTED by EMPLOYEE,2
declaration 121261,Declaration SUBMITTED by EMPLOYEE,2
declaration 121370,Declaration APPROVED by ADMINISTRATION,2
declaration 121370,Declaration SUBMITTED by EMPLOYEE,2
declaration 121390,Declaration SUBMITTED by EMPLOYEE,2
declaration 121462,Declaration APPROVED by ADMINISTRATION,2
declaration 121462,Declaration SUBMITTED by EMPLOYEE,2
declaration 121487,Declaration SUBMITTED by EMPLOYEE,2
declaration 121566,Declaration SUBMITTED by EMPLOYEE,2
declaration 121586,Declaration SUBMITTED by EMPLOYEE,2
declaration 121683,Declaration SUBMITTED by EMPLOYEE,2
declaration 121722,Declaration APPROVED by ADMINISTRATION,2
declaration 121722,Declaration SUBMITTED by EMPLOYEE,2
declaration 121805,Declaration APPROVED by ADMINISTRATION,2
declaration 121805,Declaration SUBMITTED by EMPLOYEE,2
declaration 121911,Declaration APPROVED by ADMINISTRATION,2
declaration 121911,Declaration SUBMITTED by EMPLOYEE,2
declaration 122065,Declaration SUBMITTED by EMPLOYEE,2
declaration 122109,Declaration APPROVED by ADMINISTRATION,2
declaration 122109,Declaration SUBMITTED by EMPLOYEE,2
declaration 122123,Declaration SUBMITTED by EMPLOYEE,2
declaration 122147,Declaration SUBMITTED by EMPLOYEE,2
declaration 122167,Declaration SUBMITTED by EMPLOYEE,2
declaration 122191,Declaration SUBMITTED by EMPLOYEE,2
declaration 122199,Declaration REJECTED by ADMINISTRATION,2
declaration 122199,Declaration REJECTED by EMPLOYEE,2
declaration 122521,Declaration SUBMITTED by EMPLOYEE,2
declaration 122599,Declaration SUBMITTED by EMPLOYEE,2
declaration 122625,Declaration REJECTED by ADMINISTRATION,2
declaration 122625,Declaration REJECTED by EMPLOYEE,2
declaration 122642,Declaration SUBMITTED by EMPLOYEE,2
declaration 122713,Declaration APPROVED by ADMINISTRATION,2
declaration 122713,Declaration SUBMITTED by EMPLOYEE,2
declaration 122829,Declaration SUBMITTED by EMPLOYEE,2
declaration 122877,Declaration REJECTED by ADMINISTRATION,2
declaration 122877,Declaration REJECTED by EMPLOYEE,2
declaration 122900,Declaration APPROVED by ADMINISTRATION,2
declaration 122900,Declaration REJECTED by EMPLOYEE,2
declaration 122927,Declaration REJECTED by ADMINISTRATION,2
declaration 122984,Declaration SUBMITTED by EMPLOYEE,2
declaration 123085,Declaration SUBMITTED by EMPLOYEE,2
declaration 123173,Declaration APPROVED by ADMINISTRATION,2
declaration 123173,Declaration SUBMITTED by EMPLOYEE,2
declaration 123194,Declaration SUBMITTED by EMPLOYEE,2
declaration 123242,Declaration APPROVED by ADMINISTRATION,2
declaration 123242,Declaration SUBMITTED by EMPLOYEE,2
declaration 123279,Declaration SUBMITTED by EMPLOYEE,2
declaration 123300,Declaration SUBMITTED by EMPLOYEE,2
declaration 123340,Declaration SUBMITTED by EMPLOYEE,2
declaration 123407,Declaration SUBMITTED by EMPLOYEE,2
declaration 123467,Declaration SUBMITTED by EMPLOYEE,2
declaration 123483,Declaration SUBMITTED by EMPLOYEE,2
declaration 123530,Declaration SUBMITTED by EMPLOYEE,2
declaration 123539,Declaration SUBMITTED by EMPLOYEE,2
declaration 123575,Declaration SUBMITTED by EMPLOYEE,2
declaration 123595,Declaration SUBMITTED by EMPLOYEE,2
declaration 123827,Declaration SUBMITTED by EMPLOYEE,2
declaration 123898,Declaration REJECTED by ADMINISTRATION,2
declaration 123898,Declaration REJECTED by EMPLOYEE,2
declaration 123921,Declaration REJECTED by ADMINISTRATION,2
declaration 123921,Declaration REJECTED by EMPLOYEE,2
declaration 123976,Declaration APPROVED by ADMINISTRATION,2
declaration 123976,Declaration SUBMITTED by EMPLOYEE,2
declaration 124009,Declaration APPROVED by ADMINISTRATION,2
declaration 124009,Declaration SUBMITTED by EMPLOYEE,2
declaration 124030,Declaration SUBMITTED by EMPLOYEE,2
declaration 124054,Declaration APPROVED by ADMINISTRATION,2
declaration 124054,Declaration SUBMITTED by EMPLOYEE,2
declaration 124063,Declaration APPROVED by ADMINISTRATION,2
declaration 124063,Declaration SUBMITTED by EMPLOYEE,2
declaration 124121,Declaration APPROVED by ADMINISTRATION,2
declaration 124121,Declaration SUBMITTED by EMPLOYEE,2
declaration 124163,Declaration SUBMITTED by EMPLOYEE,2
declaration 124181,Declaration SUBMITTED by EMPLOYEE,2
declaration 124199,Declaration REJECTED by ADMINISTRATION,2
declaration 124199,Declaration SUBMITTED by EMPLOYEE,2
declaration 124275,Declaration SUBMITTED by EMPLOYEE,2
declaration 124289,Declaration SUBMITTED by EMPLOYEE,2
declaration 124297,Declaration SUBMITTED by EMPLOYEE,2
declaration 124326,Declaration APPROVED by ADMINISTRATION,2
declaration 124326,Declaration SUBMITTED by EMPLOYEE,2
declaration 124336,Declaration SUBMITTED by EMPLOYEE,2
declaration 124376,Declaration SUBMITTED by EMPLOYEE,2
declaration 124390,Declaration SUBMITTED by EMPLOYEE,2
declaration 124399,Declaration SUBMITTED by EMPLOYEE,2
declaration 124407,Declaration SUBMITTED by EMPLOYEE,2
declaration 124464,Declaration SUBMITTED by EMPLOYEE,2
declaration 124535,Declaration APPROVED by ADMINISTRATION,2
declaration 124535,Declaration SUBMITTED by EMPLOYEE,2
declaration 124548,Declaration SUBMITTED by EMPLOYEE,2
declaration 124561,Declaration REJECTED by ADMINISTRATION,2
declaration 124561,Declaration REJECTED by EMPLOYEE,2
declaration 124689,Declaration APPROVED by ADMINISTRATION,2
declaration 124689,Declaration SUBMITTED by EMPLOYEE,2
declaration 124736,Declaration SUBMITTED by EMPLOYEE,2
declaration 124822,Declaration SUBMITTED by EMPLOYEE,2
declaration 124840,Declaration SUBMITTED by EMPLOYEE,2
declaration 124849,Declaration SUBMITTED by EMPLOYEE,2
declaration 124883,Declaration SUBMITTED by EMPLOYEE,2
declaration 124897,Declaration SUBMITTED by EMPLOYEE,2
declaration 124977,Declaration SUBMITTED by EMPLOYEE,2
declaration 125001,Declaration APPROVED by ADMINISTRATION,2
declaration 125001,Declaration REJECTED by EMPLOYEE,2
declaration 125050,Declaration SUBMITTED by EMPLOYEE,2
declaration 125058,Declaration APPROVED by ADMINISTRATION,2
declaration 125058,Declaration SUBMITTED by EMPLOYEE,2
declaration 125132,Declaration SUBMITTED by EMPLOYEE,2
declaration 125183,Declaration REJECTED by ADMINISTRATION,2
declaration 125239,Declaration SUBMITTED by EMPLOYEE,2
declaration 125284,Declaration REJECTED by ADMINISTRATION,2
declaration 125284,Declaration REJECTED by EMPLOYEE,2
declaration 125317,Declaration SUBMITTED by EMPLOYEE,2
declaration 125411,Declaration SUBMITTED by EMPLOYEE,2
declaration 125424,Declaration APPROVED by ADMINISTRATION,2
declaration 125424,Declaration SUBMITTED by EMPLOYEE,2
declaration 125454,Declaration SUBMITTED by EMPLOYEE,2
declaration 125462,Declaration SUBMITTED by EMPLOYEE,2
declaration 125470,Declaration SUBMITTED by EMPLOYEE,2
declaration 125524,Declaration SUBMITTED by EMPLOYEE,2
declaration 125627,Declaration SUBMITTED by EMPLOYEE,2
declaration 125664,Declaration SUBMITTED by EMPLOYEE,2
declaration 125672,Declaration APPROVED by ADMINISTRATION,2
declaration 125672,Declaration SUBMITTED by EMPLOYEE,2
declaration 125708,Declaration SUBMITTED by EMPLOYEE,2
declaration 125760,Declaration REJECTED by ADMINISTRATION,2
declaration 125760,Declaration REJECTED by EMPLOYEE,2
declaration 125830,Declaration SUBMITTED by EMPLOYEE,2
declaration 125904,Declaration APPROVED by ADMINISTRATION,2
declaration 125904,Declaration SUBMITTED by EMPLOYEE,2
declaration 125940,Declaration REJECTED by EMPLOYEE,2
declaration 125940,Declaration SUBMITTED by EMPLOYEE,2
declaration 125959,Declaration APPROVED by ADMINISTRATION,2
declaration 125959,Declaration SUBMITTED by EMPLOYEE,2
declaration 126227,Declaration SUBMITTED by EMPLOYEE,2
declaration 126288,Declaration SUBMITTED by EMPLOYEE,2
declaration 126426,Declaration SUBMITTED by EMPLOYEE,2
declaration 126434,Declaration SUBMITTED by EMPLOYEE,2
declaration 126478,Declaration APPROVED by ADMINISTRATION,2
declaration 126478,Declaration SUBMITTED by EMPLOYEE,2
declaration 126490,Declaration SUBMITTED by EMPLOYEE,2
declaration 126499,Declaration REJECTED by ADMINISTRATION,2
declaration 126499,Declaration REJECTED by EMPLOYEE,2
declaration 126547,Declaration SUBMITTED by EMPLOYEE,2
declaration 126555,Declaration APPROVED by ADMINISTRATION,2
declaration 126555,Declaration SUBMITTED by EMPLOYEE,2
declaration 126659,Declaration SUBMITTED by EMPLOYEE,2
declaration 126700,Declaration APPROVED by ADMINISTRATION,2
declaration 126700,Declaration APPROVED by BUDGET OWNER,2
declaration 126700,Declaration SUBMITTED by EMPLOYEE,2
declaration 126747,Declaration SUBMITTED by EMPLOYEE,2
declaration 126852,Declaration SUBMITTED by EMPLOYEE,2
declaration 126871,Declaration SUBMITTED by EMPLOYEE,2
declaration 126884,Declaration APPROVED by ADMINISTRATION,2
declaration 126884,Declaration SUBMITTED by EMPLOYEE,2
declaration 126893,Declaration SUBMITTED by EMPLOYEE,2
declaration 126956,Declaration SUBMITTED by EMPLOYEE,2
declaration 126981,Declaration SUBMITTED by EMPLOYEE,2
declaration 127080,Declaration SUBMITTED by EMPLOYEE,2
declaration 127088,Declaration SUBMITTED by EMPLOYEE,2
declaration 127107,Declaration SUBMITTED by EMPLOYEE,2
declaration 127140,Declaration APPROVED by ADMINISTRATION,2
declaration 127140,Declaration SUBMITTED by EMPLOYEE,2
declaration 127170,Declaration SUBMITTED by EMPLOYEE,2
declaration 127185,Declaration SUBMITTED by EMPLOYEE,2
declaration 127204,Declaration SUBMITTED by EMPLOYEE,2
declaration 127378,Declaration APPROVED by ADMINISTRATION,2
declaration 127378,Declaration SUBMITTED by EMPLOYEE,2
declaration 127388,Declaration SUBMITTED by EMPLOYEE,2
declaration 127509,Declaration SUBMITTED by EMPLOYEE,2
declaration 127529,Declaration SUBMITTED by EMPLOYEE,2
declaration 127537,Declaration SUBMITTED by EMPLOYEE,2
declaration 127556,Declaration SUBMITTED by EMPLOYEE,2
declaration 127570,Declaration SUBMITTED by EMPLOYEE,2
declaration 127623,Declaration SUBMITTED by EMPLOYEE,2
declaration 127647,Declaration SUBMITTED by EMPLOYEE,2
declaration 127655,Declaration SUBMITTED by EMPLOYEE,2
declaration 127663,Declaration SUBMITTED by EMPLOYEE,2
declaration 127728,Declaration SUBMITTED by EMPLOYEE,2
declaration 127737,Declaration SUBMITTED by EMPLOYEE,2
declaration 127799,Declaration SUBMITTED by EMPLOYEE,2
declaration 100245,Declaration APPROVED by ADMINISTRATION,2
declaration 99909,Declaration SUBMITTED by EMPLOYEE,2
declaration 100122,Declaration SUBMITTED by EMPLOYEE,2
declaration 127953,Declaration SUBMITTED by EMPLOYEE,2
declaration 127989,Declaration SUBMITTED by EMPLOYEE,2
declaration 128015,Declaration SUBMITTED by EMPLOYEE,2
declaration 128023,Declaration SUBMITTED by EMPLOYEE,2
declaration 128085,Declaration SUBMITTED by EMPLOYEE,2
declaration 128093,Declaration SUBMITTED by EMPLOYEE,2
declaration 128214,Declaration REJECTED by ADMINISTRATION,2
declaration 128214,Declaration REJECTED by EMPLOYEE,2
declaration 99574,Declaration REJECTED by EMPLOYEE,2
declaration 128256,Declaration SUBMITTED by EMPLOYEE,2
declaration 128264,Declaration SUBMITTED by EMPLOYEE,2
declaration 128277,Declaration SUBMITTED by EMPLOYEE,2
declaration 128285,Declaration REJECTED by ADMINISTRATION,2
declaration 99606,Declaration APPROVED by ADMINISTRATION,2
declaration 128295,Declaration SUBMITTED by EMPLOYEE,2
declaration 128308,Declaration SUBMITTED by EMPLOYEE,2
declaration 128317,Declaration REJECTED by ADMINISTRATION,2
declaration 128317,Declaration REJECTED by EMPLOYEE,2
declaration 99606,Declaration SUBMITTED by EMPLOYEE,2
declaration 128329,Declaration REJECTED by ADMINISTRATION,2
declaration 128329,Declaration REJECTED by EMPLOYEE,2
declaration 99658,Declaration REJECTED by ADMINISTRATION,2
declaration 128340,Declaration SUBMITTED by EMPLOYEE,2
declaration 128388,Declaration SUBMITTED by EMPLOYEE,2
declaration 128396,Declaration SUBMITTED by EMPLOYEE,2
declaration 128431,Declaration SUBMITTED by EMPLOYEE,2
declaration 128497,Declaration SUBMITTED by EMPLOYEE,2
declaration 128506,Declaration SUBMITTED by EMPLOYEE,2
declaration 128632,Declaration SUBMITTED by EMPLOYEE,2
declaration 128661,Declaration SUBMITTED by EMPLOYEE,2
declaration 128669,Declaration APPROVED by ADMINISTRATION,2
declaration 128669,Declaration SUBMITTED by EMPLOYEE,2
declaration 128689,Declaration SUBMITTED by EMPLOYEE,2
declaration 128759,Declaration SUBMITTED by EMPLOYEE,2
declaration 128768,Declaration SUBMITTED by EMPLOYEE,2
declaration 128777,Declaration SUBMITTED by EMPLOYEE,2
declaration 128852,Declaration APPROVED by ADMINISTRATION,2
declaration 128852,Declaration SUBMITTED by EMPLOYEE,2
declaration 128900,Declaration SUBMITTED by EMPLOYEE,2
declaration 128944,Declaration APPROVED by ADMINISTRATION,2
declaration 128944,Declaration SUBMITTED by EMPLOYEE,2
declaration 128954,Declaration SUBMITTED by EMPLOYEE,2
declaration 128992,Declaration APPROVED by ADMINISTRATION,2
declaration 128992,Declaration SUBMITTED by EMPLOYEE,2
declaration 129073,Declaration SUBMITTED by EMPLOYEE,2
declaration 129081,Declaration SUBMITTED by EMPLOYEE,2
declaration 129117,Declaration SUBMITTED by EMPLOYEE,2
declaration 129192,Declaration APPROVED by ADMINISTRATION,2
declaration 129192,Declaration SUBMITTED by EMPLOYEE,2
declaration 129202,Declaration APPROVED by ADMINISTRATION,2
declaration 129202,Declaration SUBMITTED by EMPLOYEE,2
declaration 129238,Declaration SUBMITTED by EMPLOYEE,2
declaration 129330,Declaration SUBMITTED by EMPLOYEE,2
declaration 129393,Declaration SUBMITTED by EMPLOYEE,2
declaration 129401,Declaration SUBMITTED by EMPLOYEE,2
declaration 129426,Declaration SUBMITTED by EMPLOYEE,2
declaration 129484,Declaration REJECTED by ADMINISTRATION,2
declaration 129484,Declaration REJECTED by EMPLOYEE,2
declaration 99658,Declaration REJECTED by EMPLOYEE,2
declaration 129530,Declaration SUBMITTED by EMPLOYEE,2
declaration 129550,Declaration SUBMITTED by EMPLOYEE,2
declaration 129591,Declaration APPROVED by ADMINISTRATION,2
declaration 129591,Declaration SUBMITTED by EMPLOYEE,2
declaration 99669,Declaration SUBMITTED by EMPLOYEE,2
declaration 99704,Declaration SUBMITTED by EMPLOYEE,2
declaration 129636,Declaration SUBMITTED by EMPLOYEE,2
declaration 129661,Declaration SUBMITTED by EMPLOYEE,2
declaration 129725,Declaration SUBMITTED by EMPLOYEE,2
declaration 129753,Declaration SUBMITTED by EMPLOYEE,2
declaration 129772,Declaration APPROVED by ADMINISTRATION,2
declaration 129772,Declaration SUBMITTED by EMPLOYEE,2
declaration 129809,Declaration SUBMITTED by EMPLOYEE,2
declaration 129817,Declaration SUBMITTED by EMPLOYEE,2
declaration 129932,Declaration APPROVED by ADMINISTRATION,2
declaration 129932,Declaration SUBMITTED by EMPLOYEE,2
declaration 129959,Declaration SUBMITTED by EMPLOYEE,2
declaration 129996,Declaration REJECTED by ADMINISTRATION,2
declaration 129996,Declaration REJECTED by EMPLOYEE,2
declaration 99880,Declaration REJECTED by ADMINISTRATION,2
declaration 130077,Declaration SUBMITTED by EMPLOYEE,2
declaration 130187,Declaration SUBMITTED by EMPLOYEE,2
declaration 130343,Declaration APPROVED by ADMINISTRATION,2
declaration 130343,Declaration SUBMITTED by EMPLOYEE,2
declaration 130418,Declaration SUBMITTED by EMPLOYEE,2
declaration 130714,Declaration SUBMITTED by EMPLOYEE,2
declaration 130722,Declaration SUBMITTED by EMPLOYEE,2
declaration 130742,Declaration SUBMITTED by EMPLOYEE,2
declaration 130834,Declaration SUBMITTED by EMPLOYEE,2
declaration 130842,Declaration SUBMITTED by EMPLOYEE,2
declaration 130851,Declaration SUBMITTED by EMPLOYEE,2
declaration 130891,Declaration APPROVED by ADMINISTRATION,2
declaration 130891,Declaration SUBMITTED by EMPLOYEE,2
declaration 130967,Declaration SUBMITTED by EMPLOYEE,2
declaration 130997,Declaration SUBMITTED by EMPLOYEE,2
declaration 131033,Declaration APPROVED by ADMINISTRATION,2
declaration 131033,Declaration APPROVED by BUDGET OWNER,2
declaration 131033,Declaration SUBMITTED by EMPLOYEE,2
declaration 131044,Declaration APPROVED by ADMINISTRATION,2
declaration 131044,Declaration APPROVED by BUDGET OWNER,2
declaration 131044,Declaration SUBMITTED by EMPLOYEE,2
declaration 131084,Declaration SUBMITTED by EMPLOYEE,2
declaration 131152,Declaration SUBMITTED by EMPLOYEE,2
declaration 131191,Declaration APPROVED by ADMINISTRATION,2
declaration 131191,Declaration SUBMITTED by EMPLOYEE,2
declaration 131200,Declaration SUBMITTED by EMPLOYEE,2
declaration 131254,Declaration APPROVED by ADMINISTRATION,2
declaration 131254,Declaration APPROVED by BUDGET OWNER,2
declaration 131254,Declaration SUBMITTED by EMPLOYEE,2
declaration 131350,Declaration SUBMITTED by EMPLOYEE,2
declaration 131381,Declaration APPROVED by ADMINISTRATION,2
declaration 131381,Declaration SUBMITTED by EMPLOYEE,2
declaration 131413,Declaration SUBMITTED by EMPLOYEE,2
declaration 131427,Declaration APPROVED by ADMINISTRATION,2
declaration 131427,Declaration SUBMITTED by EMPLOYEE,2
declaration 131549,Declaration SUBMITTED by EMPLOYEE,2
declaration 131652,Declaration SUBMITTED by EMPLOYEE,2
declaration 131720,Declaration SUBMITTED by EMPLOYEE,2
declaration 131884,Declaration SUBMITTED by EMPLOYEE,2
declaration 132020,Declaration SUBMITTED by EMPLOYEE,2
declaration 132086,Declaration APPROVED by ADMINISTRATION,2
declaration 132086,Declaration SUBMITTED by EMPLOYEE,2
declaration 132164,Declaration APPROVED by ADMINISTRATION,2
declaration 132164,Declaration SUBMITTED by EMPLOYEE,2
