id,org:resource,concept:name,time:timestamp,org:role,case:Permit travel permit number,case:DeclarationNumber,case:Amount,case:RequestedAmount,case:Permit TaskNumber,case:Permit BudgetNumber,case:OriginalAmount,case:Permit ProjectNumber,case:concept:name,case:Permit OrganizationalEntity,case:travel permit number,case:Permit RequestedBudget,case:id,case:Permit ID,case:Permit id,case:BudgetNumber,case:Permit ActivityNumber,case:AdjustedAmount
st_step 11941_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-14 12:59:18+00:00,EMPLOYEE,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
st_step 11940_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-14 13:00:33+00:00,ADMINISTRATION,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
st_step 11942_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-17 09:39:08+00:00,SUPERVISOR,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
rv_travel permit 11935_6,STAFF MEMBER,Start trip,2018-08-18 00:00:00+00:00,EMPLOYEE,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
rv_travel permit 11935_7,STAFF MEMBER,End trip,2018-08-25 00:00:00+00:00,EMPLOYEE,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
st_step 11945_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-27 10:20:06+00:00,EMPLOYEE,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
st_step 11943_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-08-27 12:08:27+00:00,ADMINISTRATION,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
st_step 11944_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-05 13:45:09+00:00,SUPERVISOR,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
fd_declaration 11938_17,SYSTEM,Request Payment,2018-09-08 09:37:00+00:00,UNDEFINED,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
fd_declaration 11938_18,SYSTEM,Payment Handled,2018-09-13 17:31:15+00:00,UNDEFINED,travel permit number 11936,declaration number 11939,962.4657487944087,962.4657487944087,task 427,budget 3559,962.4657487944087,project 11937,declaration 11938,organizational unit 65459,travel permit number 11936,1042.4458901706387,declaration 11938,travel permit 11935,travel permit 11935,budget 146753,UNKNOWN,962.4657487944087
st_step 12041_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-23 12:59:30+00:00,EMPLOYEE,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
st_step 12040_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-23 13:02:07+00:00,ADMINISTRATION,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
st_step 12042_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-23 13:41:30+00:00,SUPERVISOR,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
rv_travel permit 12035_6,STAFF MEMBER,Start trip,2018-11-02 00:00:00+00:00,EMPLOYEE,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
rv_travel permit 12035_7,STAFF MEMBER,End trip,2018-11-09 00:00:00+00:00,EMPLOYEE,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
st_step 12044_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-11-26 13:55:51+00:00,EMPLOYEE,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
st_step 12045_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-11-27 10:56:14+00:00,ADMINISTRATION,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
st_step 12043_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-11-27 11:49:55+00:00,SUPERVISOR,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
fd_declaration 12038_17,SYSTEM,Request Payment,2018-11-28 16:47:47+00:00,UNDEFINED,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
fd_declaration 12038_18,SYSTEM,Payment Handled,2018-12-03 17:31:23+00:00,UNDEFINED,travel permit number 12036,declaration number 12039,2492.103139924002,2492.103139924002,task 427,budget 1755,2492.103139924002,project 12037,declaration 12038,organizational unit 65454,travel permit number 12036,1631.9262803384017,declaration 12038,travel permit 12035,travel permit 12035,budget 146857,UNKNOWN,2492.103139924002
st_step 12091_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-25 10:11:28+00:00,EMPLOYEE,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
st_step 12090_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-25 10:11:34+00:00,ADMINISTRATION,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
st_step 12089_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-26 11:42:57+00:00,SUPERVISOR,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
rv_travel permit 12085_6,STAFF MEMBER,Start trip,2018-08-24 00:00:00+00:00,EMPLOYEE,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
rv_travel permit 12085_7,STAFF MEMBER,End trip,2018-08-26 00:00:00+00:00,EMPLOYEE,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
st_step 12093_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-27 12:21:00+00:00,EMPLOYEE,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
st_step 12094_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-08-27 12:31:12+00:00,ADMINISTRATION,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
st_step 12092_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-28 14:28:41+00:00,SUPERVISOR,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
fd_declaration 12087_17,SYSTEM,Request Payment,2018-08-30 11:39:20+00:00,UNDEFINED,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
fd_declaration 12087_18,SYSTEM,Payment Handled,2018-09-03 17:31:13+00:00,UNDEFINED,travel permit number 12086,declaration number 12088,61.9280701428484,61.9280701428484,UNKNOWN,budget 1027,61.9280701428484,UNKNOWN,declaration 12087,organizational unit 65454,travel permit number 12086,64.13744499313673,declaration 12087,travel permit 12085,travel permit 12085,budget 146814,UNKNOWN,61.9280701428484
st_step 12146_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-27 11:13:08+00:00,EMPLOYEE,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
st_step 12144_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-27 11:13:14+00:00,ADMINISTRATION,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
st_step 12145_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-27 11:44:59+00:00,SUPERVISOR,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
rv_travel permit 12139_6,STAFF MEMBER,Start trip,2018-09-18 00:00:00+00:00,EMPLOYEE,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
rv_travel permit 12139_7,STAFF MEMBER,End trip,2018-09-20 00:00:00+00:00,EMPLOYEE,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
st_step 12149_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-10-01 15:12:52+00:00,EMPLOYEE,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
st_step 12147_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-10 10:57:27+00:00,ADMINISTRATION,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
st_step 12148_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-10 11:02:06+00:00,SUPERVISOR,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
fd_declaration 12142_17,SYSTEM,Request Payment,2018-10-11 07:20:05+00:00,UNDEFINED,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
fd_declaration 12142_18,SYSTEM,Payment Handled,2018-10-15 17:31:12+00:00,UNDEFINED,travel permit number 12140,declaration number 12143,23.49778968872129,23.49778968872129,UNKNOWN,budget 12141,23.49778968872129,UNKNOWN,declaration 12142,organizational unit 65455,travel permit number 12140,51.45812590922964,declaration 12142,travel permit 12139,travel permit 12139,budget 147367,UNKNOWN,23.49778968872129
st_step 12186_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-12-01 12:21:39+00:00,EMPLOYEE,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
st_step 12184_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-12-01 12:21:42+00:00,ADMINISTRATION,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
st_step 12185_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-03 10:13:11+00:00,SUPERVISOR,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
rv_travel permit 12180_6,STAFF MEMBER,Start trip,2018-12-07 00:00:00+00:00,EMPLOYEE,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
rv_travel permit 12180_7,STAFF MEMBER,End trip,2018-12-07 00:00:00+00:00,EMPLOYEE,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
st_step 12189_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-27 05:58:15+00:00,EMPLOYEE,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
st_step 12188_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-12-27 05:58:19+00:00,ADMINISTRATION,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
st_step 12187_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2019-01-02 16:01:34+00:00,SUPERVISOR,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
fd_declaration 12182_17,SYSTEM,Request Payment,2019-01-03 07:27:38+00:00,UNDEFINED,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
fd_declaration 12182_18,SYSTEM,Payment Handled,2019-01-07 17:31:13+00:00,UNDEFINED,travel permit number 12181,declaration number 12183,30.697606870999206,30.697606870999206,task 427,budget 871,30.697606870999206,project 7921,declaration 12182,organizational unit 65464,travel permit number 12181,318.93491445252545,declaration 12182,travel permit 12180,travel permit 12180,budget 147444,UNKNOWN,30.697606870999206
st_step 12229_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-12-06 14:58:25+00:00,EMPLOYEE,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
st_step 12230_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-12-06 14:58:48+00:00,ADMINISTRATION,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
st_step 12228_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-11 16:01:27+00:00,SUPERVISOR,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
rv_travel permit 12224_6,STAFF MEMBER,Start trip,2018-12-12 00:00:00+00:00,EMPLOYEE,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
rv_travel permit 12224_7,STAFF MEMBER,End trip,2018-12-16 00:00:00+00:00,EMPLOYEE,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
st_step 12233_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-20 14:57:14+00:00,EMPLOYEE,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
st_step 12231_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-12-20 15:07:51+00:00,ADMINISTRATION,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
st_step 12232_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2019-01-08 10:14:39+00:00,SUPERVISOR,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
fd_declaration 12226_17,SYSTEM,Request Payment,2019-01-09 11:26:10+00:00,UNDEFINED,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
fd_declaration 12226_18,SYSTEM,Payment Handled,2019-01-10 17:31:08+00:00,UNDEFINED,travel permit number 12225,declaration number 12227,57.064632632628864,57.064632632628864,UNKNOWN,budget 3042,57.064632632628864,UNKNOWN,declaration 12226,organizational unit 65454,travel permit number 12225,140.6184992424421,declaration 12226,travel permit 12224,travel permit 12224,budget 147395,UNKNOWN,57.064632632628864
st_step 1234_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-28 20:32:20+00:00,EMPLOYEE,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
st_step 1235_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-28 20:32:33+00:00,ADMINISTRATION,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
st_step 1233_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-31 15:11:34+00:00,SUPERVISOR,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
rv_travel permit 1228_6,STAFF MEMBER,Start trip,2018-02-14 00:00:00+00:00,EMPLOYEE,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
rv_travel permit 1228_7,STAFF MEMBER,End trip,2018-02-17 00:00:00+00:00,EMPLOYEE,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
st_step 1237_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-02-17 16:09:36+00:00,EMPLOYEE,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
st_step 1236_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-02-17 16:10:46+00:00,ADMINISTRATION,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
st_step 1238_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-02-22 11:35:42+00:00,SUPERVISOR,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
fd_declaration 1231_17,SYSTEM,Request Payment,2018-02-23 10:46:44+00:00,UNDEFINED,travel permit number 1229,declaration number 1232,1631.2911358603812,1631.2911358603812,task 427,budget 980,1631.2911358603812,project 1230,declaration 1231,organizational unit 65456,travel permit number 1229,1008.2541753741816,declaration 1231,travel permit 1228,travel permit 1228,budget 145133,UNKNOWN,1631.2911358603812
